epoch, wall, LR,training_loss_e,training_loss,training_e/N_mae,validation_loss_e,validation_loss,validation_e/N_mae
       422, 23230.644,    0.005,       4.3915e-06,       4.3915e-06,     2.72e-05,       4.3128e-07,       4.3128e-07,     7.92e-06
       423, 23285.768,    0.005,       1.4007e-06,       1.4007e-06,     1.56e-05,       3.4764e-07,       3.4764e-07,     7.15e-06
       424, 23340.863,    0.005,       8.2518e-07,       8.2518e-07,     1.17e-05,       3.2475e-07,       3.2475e-07,     6.91e-06
       425, 23395.929,    0.005,        3.087e-06,        3.087e-06,     1.98e-05,       3.4908e-07,       3.4908e-07,     7.15e-06
       426, 23450.837,    0.005,       4.2407e-06,       4.2407e-06,     2.57e-05,        3.871e-07,        3.871e-07,     7.73e-06
       427, 23506.032,    0.005,       1.1995e-06,       1.1995e-06,     1.44e-05,       3.8798e-07,       3.8798e-07,     7.71e-06
       428, 23561.200,    0.005,       1.0272e-06,       1.0272e-06,     1.36e-05,       3.5493e-07,       3.5493e-07,     7.41e-06
       429, 23616.258,    0.005,       8.7857e-07,       8.7857e-07,     1.23e-05,        3.485e-07,        3.485e-07,     7.29e-06
       430, 23671.318,    0.005,       1.7179e-06,       1.7179e-06,     1.66e-05,        3.583e-07,        3.583e-07,     7.16e-06
       431, 23726.346,    0.005,       1.7764e-06,       1.7764e-06,     1.71e-05,         3.63e-07,         3.63e-07,     7.35e-06
       432, 23781.459,    0.005,       4.7081e-07,       4.7081e-07,      9.1e-06,       3.5943e-07,       3.5943e-07,     7.06e-06
       433, 23836.529,    0.005,       1.0845e-06,       1.0845e-06,     1.25e-05,       3.3992e-07,       3.3992e-07,     7.09e-06
       434, 23891.829,    0.005,       6.3856e-07,       6.3856e-07,     1.05e-05,       3.1851e-07,       3.1851e-07,     6.92e-06
       435, 23946.895,    0.005,       5.2204e-07,       5.2204e-07,     9.14e-06,       3.0427e-07,       3.0427e-07,     6.64e-06
       436, 24002.157,    0.005,       3.5237e-07,       3.5237e-07,     7.74e-06,       2.9782e-07,       2.9782e-07,     6.53e-06
       437, 24057.070,    0.005,       3.7255e-07,       3.7255e-07,     8.12e-06,       2.8747e-07,       2.8747e-07,     6.34e-06
       438, 24112.139,    0.005,        5.992e-07,        5.992e-07,     9.81e-06,       2.8158e-07,       2.8158e-07,     6.35e-06
       439, 24167.339,    0.005,       8.9319e-07,       8.9319e-07,     1.23e-05,       2.7637e-07,       2.7637e-07,     6.18e-06
       440, 24222.410,    0.005,       1.4539e-06,       1.4539e-06,     1.57e-05,       2.7979e-07,       2.7979e-07,      6.4e-06
       441, 24277.217,    0.005,        1.432e-06,        1.432e-06,     1.58e-05,       2.8996e-07,       2.8996e-07,     6.61e-06
       442, 24332.254,    0.005,       1.3088e-06,       1.3088e-06,     1.51e-05,        3.106e-07,        3.106e-07,     6.73e-06
       443, 24387.408,    0.005,        2.458e-06,        2.458e-06,     1.93e-05,        3.403e-07,        3.403e-07,     7.06e-06
       444, 24442.506,    0.005,       1.1568e-06,       1.1568e-06,     1.39e-05,         3.08e-07,         3.08e-07,     6.85e-06
       445, 24497.770,    0.005,       9.1196e-07,       9.1196e-07,     1.24e-05,       3.1278e-07,       3.1278e-07,     6.89e-06
       446, 24552.828,    0.005,       5.5599e-07,       5.5599e-07,      9.7e-06,       3.1079e-07,       3.1079e-07,     6.73e-06
       447, 24607.894,    0.005,       7.6444e-07,       7.6444e-07,     1.17e-05,       3.1512e-07,       3.1512e-07,     6.81e-06
       448, 24663.064,    0.005,       7.0361e-07,       7.0361e-07,     1.08e-05,         2.98e-07,         2.98e-07,     6.62e-06
       449, 24718.217,    0.005,       1.2157e-06,       1.2157e-06,      1.4e-05,        3.088e-07,        3.088e-07,     6.71e-06
       450, 24773.195,    0.005,       1.6195e-06,       1.6195e-06,     1.68e-05,       3.2677e-07,       3.2677e-07,     6.94e-06
       451, 24828.204,    0.005,       4.9512e-06,       4.9512e-06,     2.93e-05,       3.2909e-07,       3.2909e-07,        7e-06
       452, 24883.601,    0.005,       1.9878e-06,       1.9878e-06,     1.87e-05,       3.6941e-07,       3.6941e-07,     7.53e-06
       453, 24938.643,    0.005,       4.7483e-06,       4.7483e-06,     2.59e-05,       3.7736e-07,       3.7736e-07,     7.42e-06
       454, 24993.924,    0.005,       6.0665e-06,       6.0665e-06,     3.08e-05,       4.4917e-07,       4.4917e-07,        8e-06
       455, 25048.996,    0.005,       1.5043e-05,       1.5043e-05,     5.05e-05,       8.9443e-07,       8.9443e-07,     1.19e-05
       456, 25103.832,    0.005,       3.9292e-06,       3.9292e-06,     2.55e-05,       7.5861e-07,       7.5861e-07,     1.09e-05
       457, 25158.985,    0.005,       1.3304e-06,       1.3304e-06,     1.45e-05,       5.8903e-07,       5.8903e-07,     9.55e-06
       458, 25214.169,    0.005,       1.3872e-06,       1.3872e-06,     1.44e-05,       4.9965e-07,       4.9965e-07,     8.48e-06
       459, 25269.129,    0.005,       8.7469e-07,       8.7469e-07,     1.16e-05,       4.1069e-07,       4.1069e-07,     7.56e-06
       460, 25324.233,    0.005,       1.4574e-06,       1.4574e-06,     1.43e-05,       3.9657e-07,       3.9657e-07,     7.34e-06
       461, 25379.276,    0.005,        5.566e-07,        5.566e-07,     9.53e-06,       3.6931e-07,       3.6931e-07,     7.16e-06
       462, 25434.385,    0.005,       2.9109e-07,       2.9109e-07,     7.17e-06,       3.3088e-07,       3.3088e-07,     6.72e-06
       463, 25489.668,    0.005,       4.2203e-07,       4.2203e-07,     8.21e-06,       3.2205e-07,       3.2205e-07,     6.57e-06
       464, 25544.717,    0.005,        5.706e-07,        5.706e-07,     9.83e-06,       3.2409e-07,       3.2409e-07,     6.49e-06
       465, 25599.758,    0.005,       5.3396e-07,       5.3396e-07,     9.48e-06,       2.9766e-07,       2.9766e-07,     6.28e-06
       466, 25654.899,    0.005,       5.7576e-07,       5.7576e-07,     9.76e-06,       3.0054e-07,       3.0054e-07,     6.32e-06
       467, 25709.952,    0.005,       8.0698e-07,       8.0698e-07,     1.17e-05,       2.9204e-07,       2.9204e-07,     6.38e-06
       468, 25765.011,    0.005,       6.6164e-07,       6.6164e-07,     1.07e-05,       2.8743e-07,       2.8743e-07,     6.37e-06
       469, 25820.194,    0.005,       1.9315e-06,       1.9315e-06,     1.56e-05,       2.9294e-07,       2.9294e-07,     6.44e-06
       470, 25875.297,    0.005,       9.3458e-06,       9.3458e-06,     3.68e-05,       5.1694e-07,       5.1694e-07,     8.71e-06
       471, 25930.305,    0.005,       6.3055e-06,       6.3055e-06,     3.21e-05,       5.6239e-07,       5.6239e-07,     9.35e-06
       472, 25985.434,    0.005,       1.3523e-06,       1.3523e-06,     1.51e-05,       4.8901e-07,       4.8901e-07,     8.66e-06
       473, 26040.582,    0.005,       1.8695e-06,       1.8695e-06,     1.74e-05,       4.5464e-07,       4.5464e-07,     8.33e-06
       474, 26095.807,    0.005,       7.9711e-07,       7.9711e-07,     1.14e-05,       3.8873e-07,       3.8873e-07,     7.76e-06
       475, 26150.923,    0.005,       6.7244e-07,       6.7244e-07,     9.43e-06,       3.6002e-07,       3.6002e-07,     7.17e-06
       476, 26205.975,    0.005,       4.9354e-06,       4.9354e-06,     2.61e-05,       4.4634e-07,       4.4634e-07,     7.87e-06
       477, 26260.805,    0.005,       1.2469e-06,       1.2469e-06,     1.46e-05,        4.212e-07,        4.212e-07,     7.69e-06
       478, 26315.940,    0.005,       3.0661e-06,       3.0661e-06,      2.2e-05,       4.0617e-07,       4.0617e-07,     7.78e-06
       479, 26371.275,    0.005,       3.8651e-06,       3.8651e-06,     2.56e-05,       3.8142e-07,       3.8142e-07,      7.4e-06
       480, 26426.383,    0.005,       1.4679e-06,       1.4679e-06,     1.53e-05,       3.8599e-07,       3.8599e-07,     7.54e-06
       481, 26481.660,    0.005,       1.4464e-06,       1.4464e-06,     1.54e-05,       3.5929e-07,       3.5929e-07,     7.35e-06
       482, 26536.488,    0.005,       6.0145e-07,       6.0145e-07,     9.97e-06,         3.26e-07,         3.26e-07,     6.91e-06
       483, 26591.689,    0.005,       3.1777e-07,       3.1777e-07,     7.24e-06,       2.9135e-07,       2.9135e-07,     6.53e-06
       484, 26646.882,    0.005,       3.7358e-07,       3.7358e-07,     8.07e-06,       2.8776e-07,       2.8776e-07,     6.44e-06
       485, 26701.989,    0.005,       4.4818e-07,       4.4818e-07,     8.81e-06,       2.6561e-07,       2.6561e-07,     6.22e-06
       486, 26757.071,    0.005,       3.4963e-07,       3.4963e-07,     7.73e-06,       2.6121e-07,       2.6121e-07,     6.11e-06
       487, 26812.096,    0.005,       2.4987e-07,       2.4987e-07,     6.51e-06,       2.6771e-07,       2.6771e-07,     6.22e-06
       488, 26867.193,    0.005,       3.4374e-07,       3.4374e-07,     7.75e-06,       2.5669e-07,       2.5669e-07,     6.05e-06
       489, 26922.345,    0.005,       5.2834e-07,       5.2834e-07,     9.12e-06,       2.5167e-07,       2.5167e-07,     6.01e-06
       490, 26977.530,    0.005,       7.2493e-07,       7.2493e-07,     1.11e-05,       2.4297e-07,       2.4297e-07,     5.75e-06
       491, 27032.563,    0.005,       8.9556e-07,       8.9556e-07,     1.19e-05,       2.5334e-07,       2.5334e-07,     6.07e-06
       492, 27087.497,    0.005,       4.9558e-07,       4.9558e-07,     9.06e-06,       2.6271e-07,       2.6271e-07,     6.14e-06
       493, 27142.583,    0.005,       9.7368e-07,       9.7368e-07,     1.28e-05,       2.7806e-07,       2.7806e-07,     6.38e-06
       494, 27197.720,    0.005,       9.8959e-07,       9.8959e-07,     1.29e-05,       2.8466e-07,       2.8466e-07,     6.33e-06
       495, 27252.702,    0.005,       7.3725e-07,       7.3725e-07,     1.05e-05,       2.9768e-07,       2.9768e-07,     6.34e-06
       496, 27307.787,    0.005,        1.209e-06,        1.209e-06,     1.39e-05,       3.0637e-07,       3.0637e-07,     6.53e-06
       497, 27362.760,    0.005,       1.5133e-06,       1.5133e-06,     1.55e-05,       2.9006e-07,       2.9006e-07,     6.33e-06
       498, 27417.972,    0.005,       2.7886e-06,       2.7886e-06,     2.19e-05,          3.2e-07,          3.2e-07,     7.01e-06
       499, 27473.159,    0.005,       3.7862e-06,       3.7862e-06,      2.4e-05,       3.4789e-07,       3.4789e-07,     7.27e-06
       500, 27528.096,    0.005,        1.137e-05,        1.137e-05,     4.28e-05,       4.7535e-07,       4.7535e-07,     8.58e-06
       501, 27583.263,    0.005,       2.8928e-06,       2.8928e-06,     2.13e-05,        5.093e-07,        5.093e-07,     9.08e-06
       502, 27638.273,    0.005,        1.556e-06,        1.556e-06,     1.57e-05,       4.5898e-07,       4.5898e-07,     8.37e-06
       503, 27693.277,    0.005,       1.8972e-06,       1.8972e-06,     1.73e-05,       4.2646e-07,       4.2646e-07,     7.79e-06
       504, 27748.448,    0.005,       6.2443e-07,       6.2443e-07,     9.97e-06,       3.6133e-07,       3.6133e-07,     7.23e-06
       505, 27803.614,    0.005,       5.8877e-07,       5.8877e-07,     9.92e-06,       3.4437e-07,       3.4437e-07,     7.03e-06
       506, 27858.602,    0.005,       8.3154e-07,       8.3154e-07,      1.2e-05,       3.1968e-07,       3.1968e-07,     6.78e-06
       507, 27913.769,    0.005,       3.7447e-07,       3.7447e-07,     7.77e-06,       2.9953e-07,       2.9953e-07,     6.56e-06
       508, 27968.796,    0.005,       4.7864e-07,       4.7864e-07,     8.86e-06,        2.906e-07,        2.906e-07,     6.44e-06
       509, 28023.841,    0.005,        8.829e-07,        8.829e-07,     1.22e-05,       2.7385e-07,       2.7385e-07,     6.35e-06
       510, 28079.064,    0.005,        5.263e-07,        5.263e-07,     9.46e-06,       2.7276e-07,       2.7276e-07,     6.28e-06
       511, 28134.166,    0.005,       3.9434e-07,       3.9434e-07,     8.17e-06,       2.6963e-07,       2.6963e-07,     6.07e-06
       512, 28189.182,    0.005,       3.5694e-07,       3.5694e-07,      7.6e-06,       2.6625e-07,       2.6625e-07,     5.89e-06
       513, 28244.133,    0.005,       4.3446e-07,       4.3446e-07,      8.5e-06,       2.4781e-07,       2.4781e-07,     5.75e-06
       514, 28299.249,    0.005,        3.817e-07,        3.817e-07,        8e-06,       2.4801e-07,       2.4801e-07,     5.84e-06
       515, 28354.300,    0.005,       4.5497e-07,       4.5497e-07,     8.38e-06,       2.6319e-07,       2.6319e-07,     6.07e-06
       516, 28409.442,    0.005,       7.1719e-07,       7.1719e-07,     1.09e-05,       2.5818e-07,       2.5818e-07,        6e-06
       517, 28464.694,    0.005,       3.9164e-07,       3.9164e-07,     8.15e-06,        2.535e-07,        2.535e-07,     6.01e-06
       518, 28519.510,    0.005,       2.7361e-07,       2.7361e-07,     6.91e-06,        2.274e-07,        2.274e-07,     5.68e-06
       519, 28574.736,    0.005,       1.0282e-06,       1.0282e-06,     1.29e-05,       2.4651e-07,       2.4651e-07,     6.06e-06
       520, 28629.989,    0.005,       1.9326e-06,       1.9326e-06,     1.85e-05,       2.8188e-07,       2.8188e-07,     6.25e-06
       521, 28685.073,    0.005,       1.3491e-06,       1.3491e-06,     1.45e-05,       2.8496e-07,       2.8496e-07,     6.31e-06
       522, 28740.106,    0.005,        2.525e-06,        2.525e-06,     1.87e-05,       2.6697e-07,       2.6697e-07,     6.08e-06
       523, 28795.052,    0.005,       6.2727e-06,       6.2727e-06,     3.16e-05,       3.7664e-07,       3.7664e-07,     6.99e-06
       524, 28850.137,    0.005,       2.4625e-06,       2.4625e-06,     2.05e-05,       3.6002e-07,       3.6002e-07,     6.94e-06
       525, 28905.320,    0.005,       1.7288e-06,       1.7288e-06,     1.66e-05,       3.1074e-07,       3.1074e-07,     6.52e-06
       526, 28960.515,    0.005,       7.9766e-07,       7.9766e-07,     1.13e-05,       3.0554e-07,       3.0554e-07,     6.62e-06
       527, 29015.464,    0.005,       4.7661e-07,       4.7661e-07,     8.95e-06,       2.8657e-07,       2.8657e-07,      6.5e-06
       528, 29070.399,    0.005,       6.9227e-07,       6.9227e-07,     1.09e-05,       2.9658e-07,       2.9658e-07,     6.62e-06
       529, 29125.505,    0.005,       2.2873e-06,       2.2873e-06,     1.94e-05,       2.9605e-07,       2.9605e-07,     6.62e-06
       530, 29180.599,    0.005,       6.6741e-06,       6.6741e-06,     3.08e-05,       3.4072e-07,       3.4072e-07,     7.18e-06
       531, 29235.796,    0.005,       7.2749e-06,       7.2749e-06,     3.28e-05,       7.3981e-07,       7.3981e-07,     1.15e-05
       532, 29291.011,    0.005,        1.503e-06,        1.503e-06,     1.54e-05,       6.3853e-07,       6.3853e-07,     1.06e-05
       533, 29345.952,    0.005,       5.5086e-07,       5.5086e-07,     9.41e-06,       4.5496e-07,       4.5496e-07,     8.65e-06
       534, 29401.072,    0.005,       4.3662e-07,       4.3662e-07,     8.42e-06,       3.4287e-07,       3.4287e-07,     7.21e-06
       535, 29456.263,    0.005,       5.0426e-07,       5.0426e-07,     9.46e-06,       3.2011e-07,       3.2011e-07,     6.89e-06
       536, 29511.358,    0.005,       5.0196e-07,       5.0196e-07,     8.99e-06,       2.7034e-07,       2.7034e-07,     6.45e-06
       537, 29566.611,    0.005,        6.528e-07,        6.528e-07,     1.04e-05,       2.4719e-07,       2.4719e-07,     6.03e-06
       538, 29621.629,    0.005,        6.407e-07,        6.407e-07,     1.06e-05,       2.5208e-07,       2.5208e-07,     6.11e-06
       539, 29676.545,    0.005,        4.761e-07,        4.761e-07,     8.97e-06,       2.4338e-07,       2.4338e-07,     6.08e-06
       540, 29731.653,    0.005,       5.3248e-07,       5.3248e-07,     9.21e-06,       2.6426e-07,       2.6426e-07,     6.18e-06
       541, 29786.791,    0.005,       4.2122e-07,       4.2122e-07,     8.34e-06,       2.6799e-07,       2.6799e-07,     6.17e-06
       542, 29841.764,    0.005,       4.0777e-06,       4.0777e-06,     2.46e-05,       2.9548e-07,       2.9548e-07,     6.51e-06
       543, 29896.887,    0.005,       1.4683e-06,       1.4683e-06,     1.48e-05,       2.9927e-07,       2.9927e-07,     6.48e-06
       544, 29951.864,    0.005,       1.8949e-06,       1.8949e-06,     1.77e-05,       2.9384e-07,       2.9384e-07,     6.54e-06
       545, 30006.862,    0.005,       1.2932e-06,       1.2932e-06,      1.5e-05,       2.9212e-07,       2.9212e-07,     6.63e-06
       546, 30062.074,    0.005,       6.1894e-07,       6.1894e-07,     1.02e-05,       2.6841e-07,       2.6841e-07,     6.42e-06
       547, 30117.198,    0.005,        4.851e-07,        4.851e-07,      9.1e-06,       2.6712e-07,       2.6712e-07,     6.35e-06
       548, 30172.238,    0.005,       1.0026e-06,       1.0026e-06,     1.28e-05,       2.7567e-07,       2.7567e-07,     6.47e-06
       549, 30227.205,    0.005,       2.3167e-06,       2.3167e-06,     1.92e-05,       2.6946e-07,       2.6946e-07,     6.17e-06
       550, 30282.403,    0.005,       1.7149e-06,       1.7149e-06,     1.66e-05,       2.8586e-07,       2.8586e-07,     6.34e-06
       551, 30337.425,    0.005,       1.5034e-06,       1.5034e-06,     1.61e-05,        3.032e-07,        3.032e-07,     6.62e-06
       552, 30392.513,    0.005,       9.8344e-07,       9.8344e-07,      1.3e-05,       2.8571e-07,       2.8571e-07,     6.24e-06
       553, 30447.739,    0.005,       2.1906e-06,       2.1906e-06,     1.88e-05,       3.3019e-07,       3.3019e-07,     6.93e-06
       554, 30502.596,    0.005,       2.0085e-06,       2.0085e-06,     1.76e-05,       3.0447e-07,       3.0447e-07,     6.53e-06
       555, 30557.857,    0.005,       1.2158e-06,       1.2158e-06,     1.42e-05,       3.0334e-07,       3.0334e-07,     6.49e-06
       556, 30612.875,    0.005,       4.9116e-07,       4.9116e-07,     9.01e-06,       3.0261e-07,       3.0261e-07,     6.62e-06
       557, 30668.113,    0.005,       5.5625e-07,       5.5625e-07,     9.45e-06,       2.8025e-07,       2.8025e-07,     6.37e-06
       558, 30723.175,    0.005,       9.7828e-07,       9.7828e-07,     1.29e-05,        2.561e-07,        2.561e-07,     6.12e-06
       559, 30777.941,    0.005,       1.1957e-06,       1.1957e-06,     1.36e-05,       2.6949e-07,       2.6949e-07,     6.26e-06
       560, 30833.109,    0.005,       5.6887e-07,       5.6887e-07,     9.65e-06,       2.6885e-07,       2.6885e-07,     6.13e-06
       561, 30888.159,    0.005,       4.0629e-07,       4.0629e-07,     8.41e-06,       2.5462e-07,       2.5462e-07,      5.9e-06
       562, 30943.114,    0.005,       6.2324e-07,       6.2324e-07,        1e-05,       2.4304e-07,       2.4304e-07,     5.68e-06
       563, 30998.304,    0.005,       1.6213e-06,       1.6213e-06,     1.64e-05,       2.5251e-07,       2.5251e-07,      5.7e-06
       564, 31053.321,    0.005,       1.4385e-06,       1.4385e-06,     1.53e-05,       2.3988e-07,       2.3988e-07,     5.84e-06
       565, 31108.327,    0.005,       5.2451e-07,       5.2451e-07,     9.35e-06,       2.3824e-07,       2.3824e-07,     5.69e-06
       566, 31163.563,    0.005,       9.2912e-07,       9.2912e-07,     1.19e-05,       2.4361e-07,       2.4361e-07,     5.88e-06
       567, 31218.814,    0.005,       5.2872e-06,       5.2872e-06,     2.83e-05,       2.6553e-07,       2.6553e-07,     5.96e-06
       568, 31273.833,    0.005,       5.1906e-06,       5.1906e-06,     2.92e-05,       4.8403e-07,       4.8403e-07,      8.9e-06
       569, 31328.936,    0.005,       1.6744e-06,       1.6744e-06,     1.66e-05,       4.4857e-07,       4.4857e-07,     8.41e-06
       570, 31383.963,    0.005,       6.2312e-07,       6.2312e-07,     1.03e-05,       3.3682e-07,       3.3682e-07,     7.02e-06
       571, 31439.184,    0.005,       3.6567e-07,       3.6567e-07,     7.93e-06,       3.0012e-07,       3.0012e-07,     6.44e-06
       572, 31494.341,    0.005,       5.8156e-07,       5.8156e-07,     9.67e-06,        2.806e-07,        2.806e-07,     6.12e-06
       573, 31549.515,    0.005,       1.0048e-06,       1.0048e-06,     1.31e-05,       2.5691e-07,       2.5691e-07,     5.83e-06
       574, 31604.516,    0.005,       5.7282e-07,       5.7282e-07,     9.96e-06,        2.514e-07,        2.514e-07,     5.74e-06
       575, 31659.586,    0.005,       2.8447e-07,       2.8447e-07,     6.79e-06,       2.2953e-07,       2.2953e-07,     5.58e-06
       576, 31714.827,    0.005,       3.4982e-07,       3.4982e-07,     7.43e-06,       2.2212e-07,       2.2212e-07,     5.35e-06
       577, 31769.919,    0.005,       8.3146e-07,       8.3146e-07,     1.22e-05,       2.2564e-07,       2.2564e-07,     5.26e-06
       578, 31825.037,    0.005,       6.8129e-07,       6.8129e-07,     1.08e-05,       2.2224e-07,       2.2224e-07,     5.29e-06
       579, 31880.165,    0.005,       3.8837e-07,       3.8837e-07,     8.09e-06,       2.1784e-07,       2.1784e-07,     5.19e-06
       580, 31934.979,    0.005,          3.2e-07,          3.2e-07,     7.34e-06,       2.1231e-07,       2.1231e-07,     5.26e-06
       581, 31990.122,    0.005,       3.2883e-07,       3.2883e-07,     7.22e-06,       2.1049e-07,       2.1049e-07,     5.05e-06
       582, 32045.369,    0.005,       5.9977e-07,       5.9977e-07,     1.02e-05,        2.222e-07,        2.222e-07,     5.25e-06
       583, 32100.333,    0.005,       2.6975e-07,       2.6975e-07,     6.75e-06,       2.1936e-07,       2.1936e-07,     5.29e-06
       584, 32155.480,    0.005,       3.6169e-07,       3.6169e-07,     7.83e-06,       2.1627e-07,       2.1627e-07,     5.25e-06
       585, 32210.499,    0.005,       3.9148e-07,       3.9148e-07,     8.02e-06,       2.1763e-07,       2.1763e-07,     5.25e-06
       586, 32265.620,    0.005,       4.4045e-07,       4.4045e-07,     8.27e-06,       2.0982e-07,       2.0982e-07,     5.13e-06
       587, 32320.757,    0.005,       4.6432e-07,       4.6432e-07,     8.64e-06,       2.2081e-07,       2.2081e-07,     5.29e-06
       588, 32375.751,    0.005,       7.3537e-07,       7.3537e-07,     1.13e-05,        2.202e-07,        2.202e-07,     5.41e-06
       589, 32430.750,    0.005,       4.7627e-07,       4.7627e-07,     9.01e-06,       2.2923e-07,       2.2923e-07,     5.45e-06
       590, 32485.771,    0.005,       5.5941e-07,       5.5941e-07,     9.64e-06,       2.3093e-07,       2.3093e-07,     5.54e-06
       591, 32541.065,    0.005,       7.2471e-07,       7.2471e-07,     1.13e-05,       2.2303e-07,       2.2303e-07,     5.26e-06
       592, 32596.171,    0.005,       6.5099e-07,       6.5099e-07,     1.04e-05,       2.2716e-07,       2.2716e-07,     5.46e-06
       593, 32651.285,    0.005,       8.5809e-07,       8.5809e-07,     1.21e-05,       2.3162e-07,       2.3162e-07,     5.57e-06
       594, 32706.486,    0.005,       2.0809e-06,       2.0809e-06,     1.81e-05,       2.4235e-07,       2.4235e-07,     5.85e-06
       595, 32761.346,    0.005,       2.3434e-06,       2.3434e-06,        2e-05,       2.9828e-07,       2.9828e-07,     6.49e-06
       596, 32816.609,    0.005,       4.0527e-06,       4.0527e-06,     2.68e-05,       2.6817e-07,       2.6817e-07,     6.12e-06
       597, 32871.723,    0.005,       2.4094e-06,       2.4094e-06,     1.94e-05,       2.9173e-07,       2.9173e-07,     6.59e-06
       598, 32926.835,    0.005,        3.625e-06,        3.625e-06,     2.51e-05,       3.3736e-07,       3.3736e-07,     7.15e-06
       599, 32981.921,    0.005,       2.5466e-06,       2.5466e-06,     2.09e-05,       2.8772e-07,       2.8772e-07,     6.39e-06
       600, 33037.002,    0.005,       1.5822e-06,       1.5822e-06,     1.61e-05,       2.9537e-07,       2.9537e-07,     6.54e-06
       601, 33091.908,    0.005,       1.3799e-06,       1.3799e-06,      1.5e-05,       2.7462e-07,       2.7462e-07,     6.17e-06
       602, 33146.994,    0.005,       6.2783e-07,       6.2783e-07,     1.04e-05,       2.6704e-07,       2.6704e-07,     6.02e-06
       603, 33202.191,    0.005,       5.2991e-07,       5.2991e-07,     9.44e-06,       2.5742e-07,       2.5742e-07,     6.05e-06
       604, 33257.118,    0.005,       5.1776e-07,       5.1776e-07,     9.44e-06,        2.486e-07,        2.486e-07,     5.92e-06
       605, 33312.299,    0.005,       1.0238e-06,       1.0238e-06,     1.22e-05,       2.4181e-07,       2.4181e-07,     5.72e-06
       606, 33367.230,    0.005,       1.4871e-06,       1.4871e-06,     1.62e-05,       2.5109e-07,       2.5109e-07,     5.82e-06
       607, 33422.404,    0.005,       1.2332e-06,       1.2332e-06,     1.44e-05,       2.7437e-07,       2.7437e-07,     5.94e-06
       608, 33477.516,    0.005,       1.0846e-06,       1.0846e-06,     1.32e-05,       2.6293e-07,       2.6293e-07,     6.11e-06
       609, 33532.660,    0.005,       6.7467e-07,       6.7467e-07,     1.07e-05,       2.4673e-07,       2.4673e-07,     5.72e-06
       610, 33587.675,    0.005,       4.5147e-07,       4.5147e-07,     8.68e-06,       2.6019e-07,       2.6019e-07,     5.87e-06
       611, 33642.555,    0.005,       3.3785e-07,       3.3785e-07,     7.41e-06,       2.4842e-07,       2.4842e-07,     5.78e-06
       612, 33697.711,    0.005,        2.559e-07,        2.559e-07,     6.73e-06,       2.2276e-07,       2.2276e-07,      5.3e-06
       613, 33752.718,    0.005,       8.7895e-07,       8.7895e-07,     1.14e-05,       2.4375e-07,       2.4375e-07,     5.54e-06
       614, 33807.882,    0.005,       1.7938e-06,       1.7938e-06,     1.68e-05,       2.6791e-07,       2.6791e-07,     5.86e-06
       615, 33863.136,    0.005,       3.3716e-06,       3.3716e-06,      2.4e-05,       3.2899e-07,       3.2899e-07,     6.39e-06
       616, 33917.991,    0.005,       6.9538e-07,       6.9538e-07,     1.09e-05,        3.276e-07,        3.276e-07,     6.39e-06
       617, 33973.204,    0.005,       1.2767e-06,       1.2767e-06,     1.48e-05,       2.8666e-07,       2.8666e-07,     5.93e-06
       618, 34028.106,    0.005,        8.743e-07,        8.743e-07,     1.24e-05,       2.7623e-07,       2.7623e-07,     6.06e-06
       619, 34083.198,    0.005,       4.1586e-07,       4.1586e-07,     8.21e-06,       2.6987e-07,       2.6987e-07,     5.89e-06
       620, 34138.326,    0.005,       3.7097e-07,       3.7097e-07,      7.8e-06,       2.4477e-07,       2.4477e-07,     5.66e-06
       621, 34193.344,    0.005,       1.0332e-06,       1.0332e-06,     1.32e-05,       2.5293e-07,       2.5293e-07,     5.69e-06
       622, 34248.393,    0.005,       1.1163e-06,       1.1163e-06,     1.36e-05,       2.6888e-07,       2.6888e-07,     5.71e-06
       623, 34303.695,    0.005,       5.7363e-07,       5.7363e-07,     9.84e-06,       2.8002e-07,       2.8002e-07,     5.96e-06
       624, 34358.629,    0.005,       4.4473e-07,       4.4473e-07,     8.53e-06,        2.652e-07,        2.652e-07,     5.81e-06
       625, 34413.805,    0.005,       3.6679e-07,       3.6679e-07,     7.98e-06,       2.4772e-07,       2.4772e-07,     5.45e-06
       626, 34468.903,    0.005,       6.6763e-07,       6.6763e-07,     1.02e-05,       2.3817e-07,       2.3817e-07,     5.54e-06
       627, 34523.922,    0.005,       6.2162e-07,       6.2162e-07,     1.02e-05,          2.3e-07,          2.3e-07,     5.44e-06
       628, 34579.105,    0.005,       4.6279e-07,       4.6279e-07,     8.79e-06,       2.3754e-07,       2.3754e-07,      5.4e-06
       629, 34634.346,    0.005,       3.6633e-07,       3.6633e-07,     7.81e-06,       2.3587e-07,       2.3587e-07,     5.48e-06
       630, 34689.442,    0.005,       4.9171e-07,       4.9171e-07,     9.28e-06,       2.2118e-07,       2.2118e-07,     5.41e-06
       631, 34744.432,    0.005,       5.0325e-07,       5.0325e-07,     9.29e-06,        2.301e-07,        2.301e-07,     5.56e-06
       632, 34799.564,    0.005,        4.939e-07,        4.939e-07,     9.28e-06,       2.3391e-07,       2.3391e-07,     5.51e-06
       633, 34854.646,    0.005,       8.6326e-07,       8.6326e-07,     1.22e-05,       2.2374e-07,       2.2374e-07,      5.4e-06
