epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       524, 83362.997,    0.005,       0.00072233,       5.3716e-06,        0.0007277,     0.000603,      0.00101,       0.0005,            0,     0.000696,     0.000399,     0.000965,            0,      0.00104,     0.000668,      0.00257,     6.76e-05,       0.00043527,       8.4569e-08,       0.00043536,     0.000327,     0.000781,     0.000313,            0,      0.00034,     0.000218,     0.000831,            0,     0.000733,     0.000521,     0.000341,     8.97e-06
       525, 83516.260,    0.005,       0.00085983,       7.0159e-06,       0.00086685,     0.000675,       0.0011,     0.000561,            0,     0.000777,     0.000446,      0.00105,            0,      0.00114,     0.000729,      0.00279,     7.34e-05,       0.00044012,       1.2373e-07,       0.00044025,     0.000334,     0.000785,     0.000319,            0,     0.000348,     0.000222,     0.000833,            0,      0.00074,     0.000524,     0.000436,     1.15e-05
       526, 83668.518,    0.005,        0.0011446,        6.306e-06,        0.0011509,     0.000776,      0.00127,     0.000601,            0,     0.000934,     0.000511,      0.00113,            0,      0.00138,     0.000835,      0.00246,     6.47e-05,       0.00047901,        1.099e-07,       0.00047912,      0.00034,     0.000819,      0.00032,            0,     0.000359,     0.000226,     0.000862,            0,     0.000778,     0.000547,     0.000375,     9.86e-06
       527, 83820.649,    0.005,       0.00071654,       1.1161e-05,        0.0007277,     0.000589,        0.001,     0.000491,            0,     0.000676,     0.000389,     0.000966,            0,      0.00103,     0.000665,      0.00365,      9.6e-05,       0.00044554,       1.2556e-07,       0.00044566,     0.000326,      0.00079,     0.000312,            0,     0.000339,     0.000217,     0.000838,            0,     0.000744,     0.000527,      0.00033,     8.68e-06
       528, 83973.447,    0.005,       0.00086775,       7.0179e-06,       0.00087477,     0.000685,       0.0011,     0.000544,            0,     0.000811,     0.000452,      0.00101,            0,      0.00118,     0.000729,      0.00296,      7.8e-05,       0.00044511,       1.0969e-07,       0.00044522,     0.000329,      0.00079,     0.000312,            0,     0.000344,     0.000219,     0.000837,            0,     0.000744,     0.000527,     0.000306,     8.04e-06
       529, 84125.069,    0.005,        0.0007343,       8.9927e-06,       0.00074329,     0.000628,      0.00101,     0.000533,            0,     0.000713,     0.000415,      0.00098,            0,      0.00104,     0.000674,      0.00308,      8.1e-05,       0.00044807,       1.1717e-07,       0.00044819,     0.000325,     0.000792,     0.000311,            0,     0.000338,     0.000216,     0.000839,            0,     0.000748,     0.000529,     0.000421,     1.11e-05
       530, 84276.242,    0.005,       0.00090653,       1.2309e-05,       0.00091884,     0.000698,      0.00112,     0.000582,            0,     0.000802,     0.000461,      0.00106,            0,      0.00118,     0.000747,      0.00342,     8.99e-05,       0.00044733,       9.0307e-08,       0.00044742,     0.000325,     0.000791,     0.000311,            0,     0.000338,     0.000216,     0.000839,            0,     0.000746,     0.000528,     0.000282,     7.43e-06
       531, 84428.994,    0.005,       0.00079612,       1.0063e-05,       0.00080619,     0.000639,      0.00105,     0.000542,            0,     0.000726,     0.000423,      0.00101,            0,      0.00109,     0.000701,      0.00318,     8.38e-05,       0.00044424,       9.5541e-08,       0.00044433,     0.000326,     0.000789,     0.000311,            0,      0.00034,     0.000217,     0.000837,            0,     0.000743,     0.000527,     0.000346,     9.11e-06
       532, 84581.699,    0.005,       0.00092383,        8.605e-06,       0.00093244,     0.000715,      0.00114,     0.000591,            0,     0.000826,     0.000472,      0.00107,            0,       0.0012,     0.000755,      0.00316,     8.31e-05,       0.00044001,       9.4885e-08,       0.00044011,     0.000329,     0.000785,     0.000314,            0,     0.000343,     0.000219,     0.000832,            0,      0.00074,     0.000524,     0.000322,     8.49e-06
       533, 84733.529,    0.005,       0.00081485,       5.7695e-06,       0.00082062,     0.000653,      0.00106,     0.000528,            0,     0.000765,     0.000431,        0.001,            0,      0.00112,     0.000707,      0.00255,     6.71e-05,       0.00043473,       1.5209e-07,       0.00043488,      0.00033,      0.00078,     0.000315,            0,     0.000345,      0.00022,     0.000827,            0,     0.000736,     0.000521,      0.00051,     1.34e-05
       534, 84884.626,    0.005,        0.0007983,       1.1911e-05,       0.00081021,     0.000655,      0.00106,     0.000531,            0,     0.000767,     0.000433,     0.000979,            0,      0.00112,       0.0007,      0.00368,     9.67e-05,       0.00043146,       1.0411e-07,       0.00043157,      0.00033,     0.000777,     0.000316,            0,     0.000342,      0.00022,     0.000826,            0,     0.000731,     0.000519,     0.000286,     7.53e-06
       535, 85036.992,    0.005,        0.0013444,        3.964e-05,         0.001384,     0.000877,      0.00137,     0.000684,            0,      0.00105,     0.000578,      0.00122,            0,      0.00149,     0.000905,      0.00509,     0.000134,       0.00056421,        1.492e-07,       0.00056436,     0.000416,     0.000889,     0.000378,            0,     0.000451,     0.000276,     0.000918,            0,     0.000862,     0.000593,     0.000393,     1.03e-05
       536, 85189.943,    0.005,       0.00076428,       5.5309e-06,       0.00076981,     0.000591,      0.00103,     0.000511,            0,     0.000663,     0.000391,      0.00103,            0,      0.00104,     0.000689,      0.00261,     6.87e-05,       0.00048727,       1.6072e-07,       0.00048743,     0.000344,     0.000826,     0.000327,            0,     0.000359,     0.000229,     0.000868,            0,     0.000787,     0.000552,     0.000376,     9.91e-06
       537, 85342.943,    0.005,       0.00073055,       5.2405e-06,       0.00073579,     0.000577,      0.00101,     0.000489,            0,     0.000657,     0.000382,     0.000985,            0,      0.00103,     0.000673,       0.0024,     6.33e-05,       0.00045807,       1.2576e-07,       0.00045819,     0.000333,     0.000801,     0.000321,            0,     0.000344,     0.000222,     0.000844,            0,      0.00076,     0.000535,     0.000337,     8.86e-06
       538, 85494.258,    0.005,       0.00086109,       1.1982e-05,       0.00087308,     0.000676,       0.0011,     0.000559,            0,     0.000781,     0.000447,      0.00103,            0,      0.00116,     0.000729,      0.00327,     8.61e-05,        0.0004587,         1.29e-07,       0.00045883,     0.000334,     0.000802,     0.000317,            0,     0.000349,     0.000222,     0.000843,            0,     0.000762,     0.000535,     0.000382,        1e-05
       539, 85647.878,    0.005,       0.00079066,       7.0927e-06,       0.00079775,     0.000634,      0.00105,     0.000517,            0,     0.000739,     0.000418,     0.000996,            0,       0.0011,     0.000699,      0.00297,     7.81e-05,       0.00044342,        1.087e-07,       0.00044353,     0.000331,     0.000788,     0.000314,            0,     0.000346,      0.00022,     0.000831,            0,     0.000748,     0.000526,     0.000368,     9.68e-06
       540, 85802.228,    0.005,       0.00069833,       5.5111e-06,       0.00070384,     0.000599,     0.000989,     0.000518,            0,     0.000671,     0.000396,     0.000962,            0,      0.00101,     0.000658,      0.00255,     6.71e-05,       0.00044644,       1.0693e-07,       0.00044655,     0.000326,     0.000791,     0.000312,            0,     0.000339,     0.000217,     0.000835,            0,     0.000749,     0.000528,     0.000357,     9.38e-06
       541, 85955.155,    0.005,       0.00087328,       6.3503e-06,       0.00087963,     0.000669,      0.00111,     0.000529,            0,     0.000794,     0.000441,      0.00101,            0,      0.00119,     0.000732,      0.00283,     7.45e-05,       0.00043667,       1.0547e-07,       0.00043678,     0.000332,     0.000782,     0.000314,            0,     0.000348,     0.000221,     0.000824,            0,     0.000742,     0.000522,     0.000331,     8.71e-06
       542, 86109.196,    0.005,       0.00074388,       4.8482e-06,       0.00074873,     0.000626,      0.00102,     0.000519,            0,     0.000723,     0.000414,     0.000955,            0,      0.00107,     0.000676,      0.00242,     6.37e-05,       0.00043367,       1.1708e-07,       0.00043379,     0.000329,     0.000779,     0.000314,            0,     0.000343,     0.000219,     0.000824,            0,     0.000737,      0.00052,     0.000318,     8.37e-06
       543, 86260.366,    0.005,       0.00080782,       7.4408e-06,       0.00081526,     0.000676,      0.00106,      0.00056,            0,      0.00078,     0.000447,     0.000992,            0,      0.00112,     0.000705,      0.00298,     7.83e-05,        0.0004278,        9.412e-08,       0.00042789,     0.000332,     0.000774,     0.000316,            0,     0.000346,     0.000221,     0.000819,            0,     0.000731,     0.000517,     0.000302,     7.95e-06
       544, 86412.857,    0.005,       0.00078535,       6.5161e-06,       0.00079187,     0.000656,      0.00105,     0.000559,            0,     0.000743,     0.000434,      0.00102,            0,      0.00107,     0.000698,      0.00283,     7.44e-05,       0.00042762,       1.1778e-07,       0.00042774,      0.00033,     0.000774,     0.000315,            0,     0.000343,     0.000219,     0.000818,            0,     0.000732,     0.000517,     0.000417,      1.1e-05
       545, 86564.007,    0.005,       0.00086139,       9.6267e-06,       0.00087102,     0.000658,       0.0011,     0.000571,            0,     0.000736,     0.000436,      0.00106,            0,      0.00113,      0.00073,      0.00321,     8.46e-05,       0.00045433,        1.119e-07,       0.00045444,     0.000332,     0.000798,     0.000314,            0,     0.000347,     0.000221,     0.000843,            0,     0.000755,     0.000533,      0.00031,     8.17e-06
       546, 86714.883,    0.005,       0.00073093,       6.4864e-06,       0.00073742,     0.000606,      0.00101,     0.000518,            0,     0.000684,     0.000401,     0.000981,            0,      0.00104,     0.000673,      0.00291,     7.65e-05,       0.00043038,        9.153e-08,       0.00043047,     0.000322,     0.000776,     0.000308,            0,     0.000334,     0.000214,     0.000825,            0,      0.00073,     0.000518,     0.000329,     8.67e-06
       547, 86866.013,    0.005,       0.00069315,       4.1826e-06,       0.00069733,      0.00061,     0.000984,     0.000513,            0,     0.000697,     0.000403,     0.000936,            0,      0.00103,     0.000654,      0.00214,     5.64e-05,       0.00042306,       1.0143e-07,       0.00042316,     0.000329,      0.00077,     0.000312,            0,     0.000343,     0.000219,     0.000816,            0,     0.000726,     0.000514,     0.000392,     1.03e-05
       548, 87016.860,    0.005,       0.00083283,        6.436e-06,       0.00083926,     0.000694,      0.00108,     0.000551,            0,     0.000823,     0.000458,      0.00098,            0,      0.00116,     0.000714,      0.00279,     7.33e-05,       0.00042501,       1.1566e-07,       0.00042513,     0.000334,     0.000771,     0.000321,            0,     0.000346,     0.000222,      0.00082,            0,     0.000725,     0.000515,     0.000415,     1.09e-05
       549, 87175.683,    0.005,       0.00068686,       4.2228e-06,       0.00069108,     0.000606,     0.000981,     0.000483,            0,     0.000718,       0.0004,     0.000889,            0,      0.00106,     0.000648,      0.00211,     5.56e-05,       0.00043201,       1.2094e-07,       0.00043213,     0.000327,     0.000778,     0.000313,            0,      0.00034,     0.000218,     0.000825,            0,     0.000733,     0.000519,     0.000442,     1.16e-05
       550, 87327.385,    0.005,       0.00069261,       5.3599e-06,       0.00069797,     0.000585,     0.000985,     0.000501,            0,     0.000661,     0.000387,     0.000957,            0,      0.00101,     0.000655,      0.00241,     6.35e-05,       0.00042611,         1.15e-07,       0.00042623,     0.000322,     0.000772,      0.00031,            0,     0.000333,     0.000214,     0.000822,            0,     0.000725,     0.000516,     0.000431,     1.13e-05
       551, 87478.930,    0.005,       0.00075896,       6.0517e-06,       0.00076501,     0.000623,      0.00103,     0.000522,            0,     0.000713,     0.000412,        0.001,            0,      0.00105,     0.000686,      0.00254,     6.69e-05,       0.00041566,       8.7228e-08,       0.00041575,      0.00032,     0.000763,     0.000307,            0,     0.000331,     0.000213,     0.000814,            0,     0.000714,     0.000509,     0.000259,     6.82e-06
       552, 87630.182,    0.005,          0.00102,       7.7226e-06,        0.0010277,     0.000765,      0.00119,      0.00062,            0,     0.000895,     0.000505,      0.00109,            0,      0.00128,      0.00079,      0.00298,     7.84e-05,       0.00042493,       1.0977e-07,       0.00042504,     0.000328,     0.000771,     0.000312,            0,     0.000342,     0.000218,     0.000819,            0,     0.000726,     0.000515,      0.00033,     8.68e-06
       553, 87781.703,    0.005,       0.00080124,        1.291e-05,       0.00081415,     0.000636,      0.00106,     0.000522,            0,     0.000739,      0.00042,      0.00101,            0,       0.0011,     0.000703,      0.00348,     9.15e-05,       0.00042958,       1.0214e-07,       0.00042968,      0.00033,     0.000776,     0.000312,            0,     0.000346,     0.000219,     0.000821,            0,     0.000733,     0.000518,     0.000352,     9.25e-06
       554, 87933.042,    0.005,       0.00078732,       5.1846e-06,       0.00079251,     0.000631,      0.00105,     0.000544,            0,      0.00071,     0.000418,      0.00104,            0,      0.00106,     0.000699,      0.00247,     6.49e-05,       0.00042355,       2.0722e-07,       0.00042376,     0.000323,      0.00077,     0.000309,            0,     0.000336,     0.000215,     0.000816,            0,     0.000726,     0.000514,     0.000603,     1.59e-05
       555, 88083.700,    0.005,       0.00072038,       7.8572e-06,       0.00072824,     0.000632,        0.001,      0.00052,            0,     0.000734,     0.000418,     0.000941,            0,      0.00106,     0.000666,      0.00296,      7.8e-05,       0.00042019,       1.5493e-07,       0.00042034,     0.000327,     0.000767,     0.000313,            0,      0.00034,     0.000218,     0.000815,            0,     0.000722,     0.000512,     0.000512,     1.35e-05
       556, 88234.215,    0.005,       0.00088382,       7.4276e-06,       0.00089125,     0.000677,      0.00111,     0.000559,            0,     0.000783,     0.000447,      0.00104,            0,      0.00117,     0.000738,      0.00282,     7.41e-05,       0.00041974,       9.2096e-08,       0.00041984,      0.00032,     0.000767,     0.000305,            0,     0.000334,     0.000213,     0.000813,            0,     0.000722,     0.000512,     0.000286,     7.53e-06
       557, 88384.597,    0.005,       0.00084439,       6.4595e-06,       0.00085085,     0.000686,      0.00109,     0.000541,            0,     0.000817,     0.000453,     0.000989,            0,      0.00117,     0.000719,      0.00274,     7.21e-05,       0.00041332,       8.6721e-08,        0.0004134,     0.000325,     0.000761,     0.000308,            0,      0.00034,     0.000216,     0.000807,            0,     0.000716,     0.000508,     0.000273,     7.19e-06
       558, 88534.953,    0.005,       0.00072338,       4.9387e-06,       0.00072832,     0.000603,      0.00101,     0.000509,            0,     0.000687,     0.000399,     0.000969,            0,      0.00104,     0.000669,      0.00243,     6.39e-05,       0.00041354,       8.9177e-08,       0.00041363,     0.000318,     0.000761,     0.000304,            0,     0.000331,     0.000212,      0.00081,            0,     0.000714,     0.000508,     0.000298,     7.84e-06
       559, 88685.224,    0.005,       0.00072556,       7.0592e-06,       0.00073262,     0.000613,      0.00101,     0.000513,            0,     0.000704,     0.000405,     0.000958,            0,      0.00105,     0.000669,      0.00287,     7.55e-05,       0.00041699,       1.1439e-07,       0.00041711,     0.000323,     0.000764,     0.000307,            0,     0.000337,     0.000215,     0.000813,            0,     0.000718,      0.00051,     0.000328,     8.63e-06
       560, 88835.429,    0.005,       0.00078306,       7.1277e-06,       0.00079019,     0.000645,      0.00105,     0.000523,            0,     0.000755,     0.000426,     0.000959,            0,      0.00112,     0.000693,      0.00284,     7.47e-05,       0.00043091,       1.1808e-07,       0.00043102,     0.000324,     0.000777,     0.000304,            0,     0.000341,     0.000215,      0.00082,            0,     0.000736,     0.000519,     0.000306,     8.05e-06
       561, 88985.878,    0.005,        0.0007796,       8.9191e-06,       0.00078852,     0.000639,      0.00104,      0.00052,            0,     0.000746,     0.000422,     0.000995,            0,      0.00109,     0.000694,      0.00355,     9.35e-05,       0.00042344,       9.5086e-08,       0.00042353,     0.000322,      0.00077,     0.000304,            0,     0.000338,     0.000214,     0.000815,            0,     0.000727,     0.000514,      0.00029,     7.64e-06
       562, 89136.074,    0.005,       0.00085392,       7.2164e-06,       0.00086113,     0.000686,      0.00109,     0.000559,            0,       0.0008,     0.000453,      0.00101,            0,      0.00116,     0.000724,      0.00294,     7.74e-05,       0.00043195,       1.0725e-07,       0.00043206,     0.000323,     0.000778,     0.000308,            0,     0.000338,     0.000215,     0.000826,            0,     0.000732,     0.000519,     0.000364,     9.57e-06
       563, 89286.471,    0.005,       0.00072077,       5.8829e-06,       0.00072665,     0.000603,        0.001,     0.000515,            0,     0.000682,     0.000399,     0.000985,            0,      0.00102,     0.000669,      0.00281,     7.41e-05,       0.00041488,       1.1204e-07,       0.00041499,      0.00032,     0.000762,     0.000308,            0,     0.000332,     0.000213,     0.000812,            0,     0.000714,     0.000509,     0.000429,     1.13e-05
       564, 89436.726,    0.005,       0.00077401,       5.8092e-06,       0.00077982,     0.000636,      0.00104,     0.000528,            0,     0.000734,     0.000421,      0.00101,            0,      0.00107,     0.000692,      0.00256,     6.73e-05,       0.00042361,       1.0153e-07,       0.00042371,     0.000316,      0.00077,     0.000301,            0,      0.00033,      0.00021,     0.000817,            0,     0.000725,     0.000514,     0.000286,     7.52e-06
       565, 89587.194,    0.005,       0.00074081,       8.2364e-06,       0.00074905,     0.000619,      0.00102,     0.000513,            0,     0.000714,     0.000409,     0.000985,            0,      0.00105,     0.000677,      0.00316,      8.3e-05,       0.00041451,       8.5745e-08,       0.00041459,     0.000319,     0.000762,     0.000304,            0,     0.000333,     0.000212,      0.00081,            0,     0.000716,     0.000509,     0.000327,     8.61e-06
       566, 89737.432,    0.005,       0.00071094,       4.9818e-06,       0.00071592,     0.000615,     0.000998,     0.000522,            0,     0.000698,     0.000407,     0.000965,            0,      0.00103,     0.000664,      0.00255,     6.72e-05,       0.00040751,       7.9554e-08,       0.00040759,     0.000317,     0.000755,     0.000305,            0,     0.000327,     0.000211,     0.000804,            0,     0.000709,     0.000504,     0.000294,     7.72e-06
       567, 89887.619,    0.005,       0.00081672,       1.3551e-05,       0.00083027,     0.000615,      0.00107,     0.000535,            0,     0.000687,     0.000407,      0.00105,            0,      0.00109,     0.000712,      0.00354,     9.31e-05,       0.00048027,        1.214e-07,       0.00048039,     0.000356,      0.00082,     0.000335,            0,     0.000374,     0.000236,     0.000862,            0,     0.000781,     0.000548,     0.000329,     8.66e-06
       568, 90038.155,    0.005,       0.00094244,       6.8575e-06,        0.0009493,     0.000711,      0.00115,     0.000582,            0,     0.000826,      0.00047,      0.00106,            0,      0.00122,     0.000761,      0.00276,     7.25e-05,       0.00044663,       7.9508e-08,       0.00044671,     0.000324,     0.000791,     0.000308,            0,     0.000338,     0.000215,     0.000835,            0,     0.000749,     0.000528,      0.00028,     7.38e-06
       569, 90190.218,    0.005,       0.00071439,       7.1777e-06,       0.00072157,       0.0006,     0.000999,     0.000509,            0,     0.000681,     0.000397,      0.00096,            0,      0.00103,     0.000665,      0.00296,     7.79e-05,       0.00041568,       7.8809e-08,       0.00041576,      0.00032,     0.000763,     0.000308,            0,     0.000332,     0.000213,     0.000813,            0,     0.000715,     0.000509,     0.000303,     7.97e-06
       570, 90342.723,    0.005,       0.00081249,       8.7446e-06,       0.00082123,     0.000656,      0.00107,     0.000542,            0,     0.000759,     0.000434,      0.00101,            0,      0.00112,     0.000708,      0.00301,     7.93e-05,       0.00040962,       8.2083e-08,       0.00040971,      0.00032,     0.000757,     0.000307,            0,     0.000332,     0.000213,     0.000805,            0,     0.000712,     0.000506,     0.000321,     8.44e-06
       571, 90494.786,    0.005,       0.00066906,       6.8101e-06,       0.00067587,     0.000582,     0.000967,     0.000483,            0,     0.000671,     0.000385,     0.000924,            0,      0.00101,     0.000643,      0.00288,     7.58e-05,       0.00041076,        1.048e-07,       0.00041086,     0.000315,     0.000758,     0.000301,            0,     0.000328,      0.00021,     0.000806,            0,     0.000713,     0.000506,     0.000406,     1.07e-05
       572, 90647.721,    0.005,       0.00073611,       1.2009e-05,       0.00074812,     0.000619,      0.00101,     0.000503,            0,     0.000723,     0.000409,      0.00096,            0,      0.00106,     0.000674,      0.00376,      9.9e-05,       0.00039901,       9.8005e-08,        0.0003991,     0.000318,     0.000747,     0.000304,            0,     0.000331,     0.000212,     0.000798,            0,     0.000699,     0.000499,     0.000286,     7.53e-06
       573, 90798.923,    0.005,       0.00086298,       1.7334e-05,       0.00088031,     0.000683,       0.0011,     0.000588,            0,     0.000769,     0.000452,      0.00106,            0,      0.00114,     0.000731,      0.00387,     0.000102,       0.00043212,       1.4129e-07,       0.00043226,     0.000341,     0.000778,     0.000318,            0,     0.000361,     0.000226,     0.000819,            0,     0.000739,     0.000519,     0.000482,     1.27e-05
       574, 90950.035,    0.005,       0.00075132,        1.077e-05,       0.00076209,     0.000629,      0.00103,     0.000518,            0,     0.000729,     0.000416,     0.000966,            0,      0.00108,     0.000681,      0.00346,     9.12e-05,       0.00042895,       1.6229e-07,       0.00042912,     0.000321,     0.000775,     0.000301,            0,     0.000338,     0.000213,      0.00082,            0,     0.000732,     0.000517,     0.000391,     1.03e-05
       575, 91101.379,    0.005,       0.00085757,       9.1529e-06,       0.00086672,     0.000665,      0.00109,     0.000537,            0,     0.000781,     0.000439,      0.00099,            0,      0.00117,      0.00072,      0.00325,     8.55e-05,        0.0004164,       9.9204e-08,        0.0004165,     0.000318,     0.000764,     0.000301,            0,     0.000334,     0.000211,     0.000807,            0,     0.000722,      0.00051,     0.000361,      9.5e-06
       576, 91252.163,    0.005,       0.00079509,        9.526e-06,       0.00080461,     0.000631,      0.00105,     0.000499,            0,      0.00075,     0.000416,     0.000976,            0,      0.00111,     0.000696,      0.00329,     8.67e-05,       0.00041979,       1.6194e-07,       0.00041995,     0.000318,     0.000767,     0.000301,            0,     0.000333,     0.000211,     0.000814,            0,     0.000721,     0.000512,     0.000526,     1.38e-05
       577, 91402.551,    0.005,        0.0010241,       1.3124e-05,        0.0010373,     0.000774,       0.0012,     0.000616,            0,     0.000917,     0.000511,      0.00107,            0,       0.0013,      0.00079,      0.00373,     9.81e-05,        0.0004341,       1.3799e-07,       0.00043423,     0.000322,      0.00078,     0.000306,            0,     0.000335,     0.000214,     0.000823,            0,     0.000738,     0.000521,     0.000343,     9.03e-06
       578, 91552.702,    0.005,        0.0007397,       7.6696e-06,       0.00074737,     0.000641,      0.00102,     0.000519,            0,     0.000751,     0.000423,      0.00094,            0,      0.00108,     0.000674,      0.00307,     8.08e-05,       0.00041811,       8.7115e-08,        0.0004182,     0.000321,     0.000765,     0.000306,            0,     0.000335,     0.000214,     0.000812,            0,      0.00072,     0.000511,     0.000303,     7.97e-06
       579, 91703.007,    0.005,       0.00070826,       7.0074e-06,       0.00071527,     0.000619,     0.000995,     0.000511,            0,     0.000716,     0.000409,     0.000928,            0,      0.00105,      0.00066,      0.00289,      7.6e-05,       0.00041661,       9.6909e-08,       0.00041671,      0.00032,     0.000764,     0.000303,            0,     0.000335,     0.000213,     0.000808,            0,     0.000722,      0.00051,     0.000278,     7.31e-06
       580, 91853.166,    0.005,       0.00070003,        9.651e-06,       0.00070968,     0.000603,     0.000989,     0.000514,            0,     0.000683,     0.000399,     0.000954,            0,      0.00102,     0.000658,      0.00302,     7.95e-05,       0.00040471,       9.1331e-08,       0.00040481,     0.000318,     0.000753,     0.000303,            0,     0.000331,     0.000211,     0.000798,            0,      0.00071,     0.000503,     0.000278,     7.32e-06
       581, 92003.310,    0.005,        0.0007471,       9.1878e-06,       0.00075629,      0.00063,      0.00102,     0.000522,            0,     0.000727,     0.000416,     0.000979,            0,      0.00106,      0.00068,      0.00326,     8.57e-05,       0.00041608,       1.4925e-07,       0.00041623,     0.000318,     0.000763,     0.000304,            0,     0.000331,     0.000212,     0.000813,            0,     0.000716,      0.00051,     0.000367,     9.66e-06
       582, 92153.598,    0.005,       0.00077847,       8.4834e-06,       0.00078696,     0.000641,      0.00104,     0.000527,            0,     0.000743,     0.000423,     0.000981,            0,       0.0011,     0.000693,      0.00325,     8.55e-05,        0.0004082,       1.0074e-07,        0.0004083,     0.000317,     0.000756,     0.000305,            0,     0.000328,     0.000211,     0.000805,            0,     0.000709,     0.000505,     0.000376,      9.9e-06
       583, 92303.594,    0.005,       0.00078386,       1.8328e-05,       0.00080219,      0.00059,      0.00105,     0.000493,            0,     0.000677,      0.00039,      0.00102,            0,      0.00107,     0.000697,      0.00359,     9.44e-05,       0.00043957,        2.217e-07,       0.00043979,      0.00032,     0.000785,     0.000304,            0,     0.000335,     0.000213,      0.00083,            0,     0.000742,     0.000524,     0.000525,     1.38e-05
       584, 92453.947,    0.005,       0.00067205,       4.9483e-06,         0.000677,     0.000573,     0.000969,     0.000479,            0,     0.000658,     0.000379,     0.000942,            0,     0.000994,     0.000645,      0.00242,     6.37e-05,       0.00041653,       8.7122e-08,       0.00041662,     0.000313,     0.000764,     0.000302,            0,     0.000323,     0.000209,      0.00081,            0,     0.000719,      0.00051,     0.000316,     8.33e-06
       585, 92603.972,    0.005,       0.00071128,       6.3509e-06,       0.00071763,     0.000613,     0.000997,     0.000496,            0,     0.000719,     0.000405,     0.000944,            0,      0.00104,     0.000662,      0.00283,     7.46e-05,       0.00041461,        1.082e-07,       0.00041472,     0.000315,     0.000762,     0.000302,            0,     0.000328,      0.00021,     0.000807,            0,     0.000719,     0.000509,     0.000292,     7.67e-06
       586, 92757.674,    0.005,       0.00082207,       7.2399e-06,       0.00082931,     0.000693,      0.00107,     0.000548,            0,     0.000823,     0.000457,     0.000971,            0,      0.00115,     0.000708,      0.00297,     7.82e-05,       0.00040744,       9.1214e-08,       0.00040753,     0.000321,     0.000755,     0.000308,            0,     0.000333,     0.000214,     0.000803,            0,      0.00071,     0.000504,     0.000287,     7.56e-06
       587, 92912.917,    0.005,       0.00069666,       8.1982e-06,       0.00070485,     0.000603,     0.000987,       0.0005,            0,     0.000695,     0.000398,     0.000941,            0,      0.00103,     0.000656,        0.003,      7.9e-05,       0.00040978,       1.3014e-07,       0.00040991,     0.000325,     0.000758,     0.000314,            0,     0.000335,     0.000217,     0.000806,            0,     0.000711,     0.000506,     0.000467,     1.23e-05
       588, 93065.526,    0.005,       0.00089895,       1.0151e-05,        0.0009091,     0.000724,      0.00112,     0.000596,            0,     0.000838,     0.000478,      0.00104,            0,      0.00119,     0.000743,      0.00342,     8.99e-05,       0.00041483,       1.3392e-07,       0.00041497,     0.000322,     0.000762,     0.000309,            0,     0.000333,     0.000214,     0.000808,            0,     0.000719,     0.000509,     0.000468,     1.23e-05
       589, 93220.420,    0.005,       0.00088593,        4.007e-05,         0.000926,     0.000651,      0.00111,     0.000546,            0,     0.000746,     0.000431,      0.00106,            0,      0.00115,     0.000739,      0.00428,     0.000113,       0.00044096,       4.4113e-07,        0.0004414,     0.000339,     0.000786,     0.000316,            0,      0.00036,     0.000225,     0.000828,            0,     0.000746,     0.000525,     0.000873,      2.3e-05
       590, 93373.798,    0.005,       0.00095734,       6.9165e-06,       0.00096426,       0.0007,      0.00115,     0.000569,            0,     0.000819,     0.000463,      0.00108,            0,      0.00122,     0.000765,      0.00277,     7.29e-05,       0.00045269,       3.7551e-07,       0.00045306,     0.000321,     0.000796,     0.000303,            0,     0.000338,     0.000214,      0.00084,            0,     0.000755,     0.000532,     0.000753,     1.98e-05
       591, 93526.021,    0.005,        0.0007509,       5.3941e-06,        0.0007563,     0.000636,      0.00103,     0.000519,            0,     0.000741,      0.00042,      0.00095,            0,      0.00109,     0.000679,      0.00259,     6.81e-05,       0.00042423,        1.014e-07,       0.00042433,     0.000312,     0.000771,     0.000294,            0,     0.000329,     0.000208,     0.000817,            0,     0.000727,     0.000515,     0.000291,     7.65e-06
       592, 93678.636,    0.005,       0.00078338,       9.5852e-06,       0.00079296,     0.000641,      0.00105,     0.000516,            0,     0.000753,     0.000423,     0.000984,            0,       0.0011,     0.000695,      0.00336,     8.84e-05,       0.00040786,       1.9049e-07,       0.00040805,     0.000313,     0.000756,     0.000294,            0,     0.000329,     0.000208,     0.000804,            0,     0.000709,     0.000505,     0.000474,     1.25e-05
       593, 93830.965,    0.005,       0.00082009,       8.5884e-06,       0.00082868,     0.000647,      0.00107,     0.000557,            0,     0.000727,     0.000428,      0.00104,            0,       0.0011,     0.000713,      0.00339,     8.91e-05,       0.00041443,        8.715e-08,       0.00041452,     0.000313,     0.000762,     0.000303,            0,     0.000322,     0.000208,     0.000811,            0,     0.000715,     0.000509,      0.00032,     8.43e-06
